ID,name,1_apa/bui,2_apa/bui,3_apa/bui,4_apa/bui,5-9_apa/bui,10-x_apa/bui,exres/bui,prres/bui,nores/bui,to1945/bui,1946-1980/bui,1981-2000/bui,2001-2010/bui,2011-2021/bui,a_floor/bui,p_bui_rep,ch/acc,fp/acc,hrs/acc,mh/acc,fh/acc,noh/acc,x-10mc/acc,10-15mc/acc,15-20mc/acc,20-30mc/acc,30-40mc/acc,40-60mc/acc,60-80mc/acc,80-xmc/acc,ac/acc,noac/acc,lo/acc,ho/acc,prop/acc,rent/acc,park/acc,nopark/acc,x-30m/acc,30-39m/acc,40-49m/acc,50-59m/acc,60-79m/acc,80-99m/acc,100-119m/acc,120-149m/acc,150-199m/acc,200-x/acc,res1/acc,res2/acc,p_acc_empty,a_acc/bui,n_acc/km2,a_rents,p_house_unem,p_house_empl,p_house_pens,ncr/house,0-14/pop,15-24/pop,25-64/pop,65-x/pop,a_age,p_pop_for,a_pop/km2,mar/fam,nomar/fam,dad/fam,mom/fam,p_fam_mono,r_young,r_old,i_age,i_lovi,p_pop_edu3,p_pop_edu2,p_pop_noedu,p_pop_active,p_pop_desem,p_pop_empl,A/empl,B/empl,C/empl,D/empl,E/empl,F/empl,G/empl,H/empl,I/empl,J/empl,K/empl,L/empl,M/empl,N/empl,O/empl,P/empl,Q/empl,R/empl,S/empl,T/empl,U/empl,a_com_tim,marf/pop,marm/pop,mardiv/pop,p_exp_cul,i_gini_inco,r_edu_bas,r_edu_sec,n_fire_rural,cri/pop,pers/cri,phys/cri,inju/cri,vio/cri,prop/cri,robb/cri,thef/cri,soci/cri,alco/cri,stat/cri,pets/cri,legis/cri,lice/cri,dis_ear_sec,dis_ear_sex,a_ear_mont,i_pp_pc,p_com_imt,p_com_ped,arti/ter,agri/ter,past/ter,agro/ter,fore/ter,scru/ter,open/ter,wetl/ter,wate/ter,inter/pop,a_temp,rel/pop,cat/rel,ort/rel,pro/rel,wit/rel,ocr/rel,bud/rel,hin/rel,jew/rel,mus/rel,onc/rel,nonrel/pop
1190308,Guimarães,800.14594,128.67346,17.69011,13.77618,25.11996,14.59434,997.03691,2.91887,0.04423,96.45534,325.67499,362.4262,168.40988,47.03359,2,32.9,188.43116,134.08634,92.9596,226.17975,90.22244,268.12071,16.31904,21.72407,61.86335,144.77514,193.3338,302.59511,103.6484,155.74111,252.65054,747.34946,137.08336,4.12307,607.99667,303.65186,751.55914,248.44086,17.72226,30.83639,43.79461,57.79225,108.51639,160.33192,182.45444,160.52249,123.64008,114.38916,826.36394,96.05887,7.8,1.55,290.1,229.82,2.66,63.14,21.42,0.10392,124.88044,110.73137,564.63687,199.75132,44.22,1.58,650.8,736.87441,109.77207,20.95184,132.40169,15.34,18.49,29.58,159.95,42.11,16.09,38,4.91,50.2,7.4,53.12,9.49154,1.54992,390.63464,2.16714,7.50271,64.60285,175.52498,16.39074,37.54098,15.36204,11.24721,5.39043,32.7952,28.48835,32.78149,58.36202,72.10556,9.62871,22.3984,5.88421,0.15088,16.04,0.00638,0.01275,5.68131,11,36.4,103,108.4,75,17.41376,313.07213,201.7576,77.99341,106.55438,486.63493,13.18198,94.47089,120.10253,57.12193,15.74515,5.85866,58.5866,29.65947,4.9,4.7,1061.8,89.31,72.8,15.1,262.32365,292.32365,1.53527,0,382.48963,56.30705,1.24481,0,3.73444,356.60269,15.56,856.16272,912.52085,1.5342,5.6676,5.0569,4.23022,0.82668,0.44685,0.08937,1.05011,1.0799,57.78869
1191705,Mondim de Basto,968.65128,14.5808,1.45808,1.21507,12.39368,1.70109,999.75699,0.24301,0,60.0243,266.09964,397.08384,196.3548,80.43742,1.9,55.3,229.09235,388.42648,154.57788,46.76972,37.65359,143.47998,13.47602,21.00674,55.88585,121.28419,178.3591,301.62505,117.32065,191.04241,46.37337,953.62663,258.81887,3.96354,808.16488,112.96076,572.73088,427.26912,17.83591,29.33016,43.59889,53.11138,120.88783,174.39556,203.32937,156.1633,99.08839,102.25922,550.63291,373.19948,7.6,1.11,26.7,218.26,3.01,49.45,25.65,,101.71607,109.67239,508.89236,279.71919,48.68,1.22,37.25,738.65979,94.3299,20.61856,146.39175,16.7,16.44,45.22,275,52.04,9.81,28.7,11.86,38.19,9.19,38.61,79.17229,37.78677,121.00765,0.89969,3.1489,125.95592,129.55466,33.73819,56.68016,11.69591,9.44669,3.59874,20.69276,35.08772,114.70985,59.82906,102.5641,9.89654,21.59244,22.94197,0,17.73,0,0,5.46022,4.2,37.6,104.4,96,20,17.78471,394.73684,192.98246,,149.12281,324.5614,,26.31579,219.29825,26.31579,,,,35.08772,4.5,1.1,869.5,64.63,59.6,21.9,45.79265,111.86657,9.12366,0,600.18596,209.61181,21.44351,0,1.97583,308.11232,14.4,863.96256,945.82882,0.90285,3.25027,3.61141,5.59769,0.18057,0.18057,0.18057,0,0.18057,34.63339
1190309,Póvoa de Lanhoso,935.33689,38.87542,3.10228,5.81677,10.37324,6.4954,998.64275,1.35725,0,90.25691,308.96752,354.53223,187.39699,58.84634,1.8,46.2,290.29813,239.89389,169.15109,77.05912,56.34159,167.25619,10.61142,13.26427,39.54017,133.77969,176.09904,307.3522,114.32542,205.02779,148.68621,851.31379,207.80697,4.92673,771.47549,136.30622,778.6761,221.3239,7.83224,19.95958,22.73876,35.3714,76.93279,157.78171,222.33451,182.54169,145.40172,129.10561,634.49824,276.05002,8.9,1.21,92.8,238.42,2.51,56.89,22.84,0.37864,122.11251,115.31573,538.64524,223.92652,45.45,1.93,161.7,762.27429,91.18042,19.99702,126.54828,14.65,18.67,34.24,183.38,47.13,11.8,32.26,8.12,43.58,7.53,45.9,26.78063,6.26781,215.49858,4.44444,16.06838,147.80627,155.66952,28.26211,42.96296,18.11966,10.82621,6.72365,28.26211,38.51852,58.91738,54.58689,93.90313,6.49573,24.61538,15.27066,0,17.02,0.04592,0,7.02641,11,36.5,105.2,104.3,68,26.03904,315.69665,201.0582,70.54674,100.5291,391.53439,8.81834,42.32804,208.11287,59.96473,12.34568,19.40035,52.91005,17.63668,2.4,0.5,920.1,71.95,68.9,14.8,110.80579,262.68102,8.46639,0,475.15782,134.86818,3.7876,0,4.15893,330.47072,15.64,857.91045,937.79776,1.65944,5.72774,4.60361,2.46239,0.85649,0.05353,0.05353,0.37471,0.80295,39.12744
1190311,Vieira do Minho,969.17855,19.95927,2.03666,1.35777,4.07332,3.39443,999.32111,0.67889,0,119.61982,308.62186,370.94365,162.11813,38.69654,1.9,35.8,266.21235,347.76874,181.57837,48.80193,27.03891,128.59969,14.28885,19.78457,52.09936,130.79798,163.99209,285.55727,120.02638,213.45351,50.12091,949.87909,233.01825,4.83623,870.08134,61.33216,689.82194,310.17806,12.53023,24.40097,33.19411,56.71576,101.56078,164.43174,199.38448,163.77226,127.28072,116.72895,568.48288,330.91727,10.1,1.09,37.1,175.39,2.98,47.7,28.58,0.65761,96.27771,99.12171,509.32664,295.27394,49.67,1.57,55.23,763.74077,75.74515,24.33689,136.17719,16.05,15.82,48.53,306.69,50.93,10.85,29.78,9.31,37.37,8.93,37.66,43.49963,1.47456,99.77882,5.65249,4.42369,164.1681,136.39715,32.93192,59.47407,24.08454,12.28803,3.19489,27.77095,49.64365,111.57533,64.63505,110.34652,4.17793,21.13541,23.1015,0.24576,20.39,0,0,7.36094,3.7,37.8,102.8,80.3,95,26.34881,311.11111,190.47619,85.71429,82.53968,317.46032,,12.69841,282.53968,82.53968,31.74603,12.69841,44.44444,22.22222,6.2,1.2,897.1,67.5,65.5,15.3,53.64073,132.09203,11.27333,0,469.92238,276.61246,36.82314,0,19.68213,335.84274,14.68,890.58971,951.62957,1.31492,2.53593,3.38123,2.16023,0.46962,0,0,0.75139,0.65746,33.04057
1190312,Vila Nova de Famalicão,871.3031,77.56054,8.4607,10.81778,19.20405,12.65383,997.14669,2.80369,0.04962,69.62088,347.55855,365.12505,175.54089,42.15462,1.9,33.9,198.83344,134.42378,96.91548,214.69196,81.6174,273.51793,7.95002,14.67536,41.47293,127.67768,188.62089,323.87496,119.43706,176.2911,234.0377,765.9623,161.44968,4.0269,733.43574,181.25208,825.88841,174.11159,7.74244,17.5191,25.46911,38.17253,84.046,152.37878,198.52209,194.51594,150.24078,131.39322,835.25781,73.49423,9.1,1.43,286.4,267.32,2.56,64.74,20.32,0.20741,128.12467,112.63798,562.39609,196.84125,43.9,1.82,662.37,737.82297,115.8134,21.24402,125.11962,14.64,18.98,29.16,153.63,42.5,16.38,40.48,4.47,50.57,6.99,53.95,9.95064,0.81197,381.85002,2.78618,4.9992,70.94412,172.74319,24.47063,31.63509,16.38274,11.11288,5.68381,35.98153,31.01417,35.75864,52.36427,75.83187,8.07196,21.63668,5.95447,0.01592,16.78,0,0.02247,5.54915,10.2,35.5,100.1,115.1,59,20.37683,297.68467,193.67879,81.95516,85.26277,477.39802,7.35024,105.47593,140.02205,85.26277,18.3756,6.61521,59.16942,30.871,4.3,13.5,1193.5,92.12,76.1,12.4,297.58421,348.87643,1.98423,0,320.84925,28.52324,0,0,2.18265,351.95531,15.74,857.66172,918.06299,2.34879,8.46962,5.40484,4.48802,0.75091,0.37546,0.06112,0.68979,1.11764,49.94234
1190314,Vizela,732.09333,169.52194,31.97912,22.67907,33.6107,10.11584,996.73682,3.10002,0.16316,71.13722,275.57513,399.73895,182.7378,70.8109,1.9,29.6,112.03563,122.70011,75.4717,255.83031,106.76198,327.20028,16.52408,24.02438,66.68229,155.3967,216.33658,292.39423,101.01957,127.62217,268.01828,731.98172,117.89523,4.33611,630.72776,261.68991,780.49924,219.50076,16.17251,32.34501,42.8923,57.89289,111.21528,164.30329,186.4526,173.0927,109.92617,105.70725,867.88039,54.31245,7.8,1.61,398.6,221.35,2.57,66.34,18.88,0.11715,128.30599,118.34617,578.29762,175.05022,42.9,0.99,967.84,744.31592,109.5599,17.15197,128.97221,14.61,18.42,25.13,136.43,40.02,11.63,33.6,5.31,52.41,6.79,56.04,5.82491,0.25698,518.16001,1.37057,4.02604,55.76495,147.76426,21.15813,29.98115,11.0502,9.33699,4.54,22.78568,21.67209,29.12455,41.45965,48.56947,7.96642,15.76152,3.42642,0,15.84,0.04185,0,4.47774,6.1,32.8,113.5,123.6,19,18.41312,290.90909,170.45455,75,65.90909,431.81818,,65.90909,156.81818,75,,,84.09091,38.63636,8.2,10.5,978.2,81.44,70.2,18.5,282.99595,302.42915,0,0,318.21862,93.92713,0,0,2.42915,338.2993,15.67,860.85537,933.93612,0.43751,3.40285,6.56264,2.57644,0.3889,0.29167,0.04861,1.11808,0.53473,43.64747
11A0104,Arouca,954.37336,30.77371,3.00942,7.76624,3.59188,0.48539,999.1263,0.8737,0,126.68673,288.03029,357.92641,186.48675,40.86982,1.9,40.5,313.50355,322.97973,84.75915,53.82996,26.45433,198.47328,13.68781,22.37431,56.199,136.6149,176.09897,305.34351,113.05607,176.62543,117.13609,882.86391,209.92366,5.52777,806.52803,91.0766,745.98579,254.01421,10.79231,24.48013,35.79889,42.6428,110.55541,165.17505,175.57252,167.93893,139.37878,127.66518,681.00744,217.97974,10.1,1.08,33.9,246.34,1.43,61.67,21.27,0.65764,126.45418,108.10555,527.52294,237.91734,45.85,1.23,64.25,766.26173,105.02845,22.45118,106.25865,12.87,19.89,37.43,188.15,47.57,12.26,31.66,7.42,44.66,4.83,48.66,54.73965,2.33645,312.86159,1.89141,5.78549,139.4081,125.72319,23.587,41.49978,10.56965,18.24655,2.00267,27.03605,22.02937,45.50512,50.73431,78.2154,5.45171,20.24922,12.12728,0,18.41,0,0,6.24232,15.2,35.8,104.6,105.3,78,20.4294,361.11111,224.53704,85.64815,108.7963,284.72222,0,48.61111,231.48148,60.18519,71.75926,16.2037,34.72222,13.88889,2.8,8.3,1022.5,74.31,75.5,12,40.92856,101.48583,3.79812,0,642.55112,197.16812,12.42746,0,1.6104,289.1327,14.29,859.73707,945.59956,1.0451,4.84048,3.85039,2.47525,0.38504,0.11001,0.05501,0.66007,0.60506,34.71106
11A0107,Espinho,765.83581,90.55568,31.44295,21.83855,76.03476,14.29225,992.11068,7.77498,0.11434,128.17288,422.9362,327.00663,93.07112,28.81317,1.9,49.2,123.57841,84.89508,42.60772,334.53468,40.60548,373.77863,15.45731,22.26494,63.35095,141.91895,187.32981,269.74211,106.19894,193.73699,47.17283,952.82717,139.51626,6.08682,581.53132,321.80042,638.55518,361.44482,16.65866,30.83453,43.32853,59.50665,135.19141,217.28336,204.06856,140.7176,78.32773,74.08297,779.25482,119.26606,10.1,1.83,762,285.16,3.41,53.26,26.02,0.56009,106.30416,100.69903,510.3566,282.64021,48.43,2.46,1474.73,667.63006,131.29645,25.08258,175.99092,20.11,17.4,46.25,265.88,48.22,21.2,42.78,6.15,43.45,10.07,43.73,4.86357,0.32973,243.26107,1.9784,6.26494,57.29124,157.61273,27.03817,59.43451,26.46113,19.37186,8.73794,45.91542,38.66128,64.95755,83.50507,85.89564,27.8625,25.3895,15.08532,0.08243,19.23,0.03221,0,6.79702,5,41,157.4,234.9,10,27.31695,347.87736,222.87736,84.90566,93.16038,494.10377,18.86792,88.4434,86.08491,30.66038,29.48113,5.89623,36.5566,9.43396,3.1,8.4,1095,95.89,64.3,22,446.81861,154.32099,47.95821,0,290.12346,9.49668,26.11586,17.56885,8.07217,415.06942,16.08,860.29056,856.62398,2.47135,17.8986,7.82596,10.11009,0.86123,0.44934,0.29956,0.52423,1.72246,87.07277
11A1304,Gondomar,734.35794,134.3361,29.26403,18.42651,49.84713,33.76829,993.88513,6.00568,0.10919,115.96418,421.5713,340.49465,102.6698,19.30007,2.2,39.8,107.24995,80.73031,57.2562,325.59193,49.0879,380.08371,14.54051,20.35047,64.79978,154.30749,222.69944,278.67495,95.19273,149.43462,109.2647,890.7353,120.58787,6.38783,663.56906,266.47717,707.54982,292.45018,14.38433,29.22159,41.98163,60.77029,148.18517,246.43906,193.79022,122.05598,72.62448,70.54726,859.00962,41.69741,9.9,2.04,565.4,253.21,4.21,58.7,20.29,0.35902,124.58525,108.11716,553.63851,213.65908,44.88,1.86,1245.03,665.9982,148.39856,24.90498,160.69826,18.56,18.83,32.29,171.5,43.57,17.86,44.13,4.17,48.43,10.97,49.25,4.36305,0.43772,142.15922,4.39129,10.40637,65.91172,204.10324,47.64056,60.89916,34.45257,18.85007,9.40386,45.22606,58.90825,60.16492,70.45833,108.37028,10.02513,26.02299,17.60752,0.19768,23.45,0.00609,0.01218,6.55071,5.2,37.6,92.3,86.8,108,19.39035,297.33124,194.34851,63.42229,101.72684,500.47096,19.78022,164.83516,96.07535,42.38619,21.97802,6.59341,77.23705,51.49137,2.5,5,1080.8,85.87,66.2,11.1,248.18072,149.40873,1.66768,0,501.44027,56.47362,0.30321,0,42.44997,381.56669,15.88,855.81741,835.43187,2.12699,11.92255,8.78541,14.41234,1.27335,0.22052,0.08536,0.73982,2.13411,105.15229
11A1306,Maia,770.73689,107.30819,19.73135,11.61114,41.70145,48.91098,991.91774,7.93048,0.15178,110.64734,376.29961,353.60856,139.67519,19.76929,2.2,38.1,240.43076,72.11963,58.02972,292.22175,47.16474,290.0334,8.811,13.97474,42.90321,129.97658,214.20893,306.77237,109.60955,173.74362,105.71275,894.28725,127.61546,4.74143,689.06208,248.12838,819.07705,180.92295,10.42347,19.90632,29.65793,42.44251,113.52555,203.82386,218.2785,176.14313,96.95934,88.83941,873.60601,44.65798,8.2,2.27,719.9,336.07,3.3,64.26,18.4,0.67137,136.91962,109.58904,559.85835,193.63299,43.6,2.69,1627.41,667.10872,156.65333,24.86561,151.37234,17.62,20.45,28.92,141.42,43.91,27.54,53.42,3.44,50.66,8.7,53.59,6.05488,0.3524,161.83184,5.38211,8.07317,58.57855,187.42892,58.11402,48.00654,43.20108,23.75499,11.08459,58.30624,51.53054,52.41154,81.13217,100.30595,10.18757,23.09824,11.08459,0.08009,20.48,0.00741,0.00741,5.45278,11,40.2,99,86.6,57,26.33782,200.56259,122.08158,51.1955,54.00844,612.09564,20.25316,222.78481,70.04219,31.50492,16.59634,3.09423,97.609,69.19831,1.7,9.8,1366.5,108.68,73.9,11.4,438.21579,274.74382,1.44665,0,261.60338,23.8698,0,0,0,417.82674,15.85,841.35075,817.5286,2.73857,18.49194,7.85467,14.20357,0.97743,0.39626,0.26417,1.16235,2.3247,112.78959
11A1308,Matosinhos,716.76907,108.5312,28.80786,20.9652,67.86674,57.05993,986.97008,12.59765,0.43227,112.60691,449.74836,317.72007,98.12579,21.79887,2.2,36.6,185.99666,45.67737,41.1325,328.30253,42.94759,355.94335,13.03434,17.92222,61.52725,141.13393,208.12074,283.66848,105.64679,168.94625,63.01362,936.98638,115.43684,5.51673,635.28134,296.7457,658.43445,341.56555,16.56448,31.88555,45.90604,63.72822,157.15531,228.22964,183.7671,131.64401,76.50531,64.61433,850.7283,63.89368,8.5,2.54,1318.8,322.45,4.02,59.35,21.36,0.05715,125.37307,98.25159,547.45388,228.92146,45.53,3.04,2764.01,651.78588,152.69714,25.34618,170.17079,19.55,19.42,35.45,182.59,44.03,26.34,50.32,4.11,47.84,10.02,49.21,5.72229,0.377,119.01011,4.88751,6.36857,49.4271,186.07532,59.56564,60.3735,44.13567,25.81088,12.96603,62.95862,60.41389,57.64026,82.19897,107.45782,14.50095,23.87204,15.99548,0.24236,19.66,0.01739,0.02898,6.00961,12.7,42.2,103.2,109.8,24,28.72094,248.99112,167.67554,68.80549,77.07829,622.4778,34.70541,216.10169,54.07587,9.28168,10.89588,5.24617,57.30428,24.0113,4.1,11.6,1423.7,118.06,67.2,15.2,598.52611,231.17591,0,0,113.58539,28.67671,18.58379,0,9.4521,444.28218,16.05,854.54661,798.36292,2.47528,20.1888,8.48377,14.26169,1.55977,0.35942,0.34586,0.8477,2.71942,128.51985
11A0113,Oliveira de Azeméis,887.57189,63.34782,8.12152,10.44822,21.20374,9.30682,998.3757,1.6243,0,118.35462,392.68625,339.47935,123.31533,26.16445,1.9,49.1,140.31494,300.07231,114.88712,157.90954,56.51964,230.29646,11.40837,13.89893,41.33526,116.57427,171.88881,314.89516,125.45192,204.54728,219.57098,780.42902,190.88937,4.01703,732.546,192.97823,840.00161,159.99839,11.04684,19.60312,27.95854,39.20623,85.88415,142.8055,184.98433,201.73536,153.77199,133.00394,812.3348,72.73617,11.5,1.35,190.4,252.42,2.11,63.47,21.26,,116.0408,104.4201,548.80242,230.73668,46.12,1.95,410.77,734.39857,127.49811,21.87029,116.23303,13.81,17.76,35.32,198.84,47.33,13.8,35.91,4.8,49.66,6.06,52.77,11.75975,0.25917,495.65893,1.6522,4.98899,45.35441,132.95322,22.45043,26.46754,13.21757,12.9908,4.56784,30.74381,24.58857,31.81288,48.78839,60.35376,6.18764,16.84592,8.26098,0.09719,14.41,0,0,6.52815,12.6,35.3,97.6,104.4,40,18.82886,335.47352,217.49599,69.02087,117.97753,360.35313,4.81541,48.15409,199.83949,126.00321,25.68218,7.22311,71.42857,51.36437,4.4,12.1,1144.2,84.46,81.7,12.9,216.63563,194.90999,0.55866,0,582.43327,5.21415,0,0,0.31037,364.79033,15.31,868.3793,904.27217,1.89681,13.24284,7.86566,6.03846,0.78309,0.06961,0.0348,0.48725,1.8446,55.11145
11A1310,Paredes,821.59974,108.94893,19.62486,14.62568,23.2193,11.98149,997.56239,2.43761,0,93.45563,335.97752,355.97422,175.34292,39.24971,2,43.6,120.00531,160.82639,72.50805,198.95705,78.58638,369.11682,21.39037,28.63122,69.81765,159.09921,207.95828,283.98711,91.97197,137.14419,190.68655,809.31345,141.09675,7.40692,692.99498,188.7933,794.79855,205.20145,18.83283,32.68343,41.28608,55.86741,111.20337,182.64855,199.85385,151.29372,100.70748,105.62328,834.28936,73.96015,9.2,1.49,230.6,237.82,3.37,64.87,14.18,1.0946,138.6182,126.72784,571.15252,163.50143,42.08,1.43,538.18,725.74307,111.64104,22.01534,140.60056,16.26,19.86,23.43,117.95,41.71,13.19,36.3,5.14,50.12,8.73,53.11,8.60349,1.03656,323.77102,3.42066,5.23465,96.11547,174.63526,31.71888,34.38804,15.49664,12.56835,6.40079,34.51761,34.69901,48.87403,55.27482,70.12361,6.68584,18.1658,18.21763,0.05183,19.05,0,0,5.57176,9.5,38.1,97.6,86.6,138,21.90767,285.71429,202.38095,79.54545,101.19048,431.27706,10.82251,121.75325,173.16017,94.15584,20.56277,2.70563,86.58009,70.88745,5.4,4.1,997.7,79.33,70.4,12.1,211.72493,230.92626,0,0,459.30084,96.70834,0,0,1.27584,333.67712,15.48,849.90635,926.32475,1.38089,5.83042,2.70598,4.50532,0.4324,0.20923,0.01395,0.68347,1.00428,48.36759
11A1312,Porto,613.3374,85.92219,59.28301,41.80342,120.52515,79.12882,953.76943,41.65076,4.5798,326.9725,443.4776,132.45808,64.42256,32.66926,2.8,43.4,171.41234,19.86424,21.39226,411.29167,58.04512,317.99438,22.78315,23.6647,75.82302,126.35538,173.0481,266.34539,112.11347,199.86679,80.24056,919.75944,129.049,6.54305,491.31674,441.7345,441.5288,558.4712,32.00024,55.56698,75.18635,88.25287,156.98432,175.66337,144.58386,117.84353,85.2556,68.66289,765.59032,82.40596,15.2,3.41,3225.8,317.76,5.04,54.61,24.24,0.08805,114.03796,100.24159,525.97066,259.74978,46.62,6.25,5594.98,582.75588,165.67966,31.97595,219.58851,25.16,18.21,41.48,227.77,50.41,37.53,58.36,3.82,45.78,11.71,45.62,4.46119,0.3522,85.0294,6.00873,6.07277,38.43239,148.77744,32.2529,69.43659,57.64325,32.74384,16.41461,99.12804,56.99222,56.12773,101.5294,128.97958,19.96862,22.61545,16.40394,0.62969,20.33,0.08197,0.11648,6.41933,11.4,48.7,152.5,277.3,7,47.26488,200.80321,132.43885,59.23695,46.91493,643.30047,47.28003,240.87258,44.35926,13.23476,20.26287,2.64695,87.3494,36.60095,1.8,12.5,1555.4,147.63,55.3,22.3,856.59102,34.52438,0,0,27.28151,38.38725,2.65572,0,40.56012,543.18809,15.95,858.47282,741.82136,2.63325,20.94033,5.78409,19.51818,2.49254,1.82418,0.8543,4.22626,4.42727,167.81277
11A1313,Póvoa de Varzim,825.06098,50.31482,20.30745,16.45017,49.86102,38.00556,996.02927,3.68711,0.28362,66.82171,346.87163,367.34925,167.45136,51.50604,2.2,40.8,162.24742,60.57635,57.76281,259.99659,53.75565,405.66118,8.61113,14.62188,48.59749,141.87058,190.80911,297.5957,108.32126,189.57285,41.30787,958.69213,167.78924,6.096,703.98158,213.31742,719.28553,280.71447,7.88644,16.75335,24.59715,40.66843,106.18979,199.63339,195.66885,166.55299,122.43158,119.61804,649.03301,278.06214,7.3,2.05,439.9,333.33,3.18,62.42,18.78,0.55383,132.70563,114.94825,546.57225,205.77387,43.97,3.52,781.5,705.04475,118.43979,20.4943,156.02116,17.65,20.06,31.11,155.06,43.95,19.12,42.46,4.65,48.13,8.26,50.91,59.035,0.35245,182.25073,2.07944,5.21623,88.32341,183.41381,37.35946,53.00814,22.55666,15.5077,9.23413,42.29373,31.54407,46.66408,69.53794,97.94523,15.5077,25.55246,12.47665,0.14098,18.96,0,0.09338,5.86725,8.5,40.6,112.5,135,49,18.30208,317.17687,212.58503,80.78231,97.78912,592.68707,22.95918,180.27211,62.07483,12.7551,9.35374,3.40136,15.30612,2.55102,5.8,6.9,1067.8,94.48,68.7,18.9,252.03747,509.67036,0.24328,0,198.63764,20.67875,15.08332,0.12164,3.40591,409.52455,16.06,853.05424,885.83,2.99199,12.71596,5.56437,6.42183,1.97034,0.12771,0.18244,1.496,2.18926,68.67948
11A0109,Santa Maria da Feira,894.19711,50.06283,6.37286,9.49197,28.61054,11.2647,998.09263,1.88493,0.02244,97.25339,327.7309,395.22933,149.9641,29.82228,1.9,47.2,144.36067,206.8803,116.36035,189.2672,55.92209,287.20939,10.2694,14.51068,44.3371,125.6087,191.42711,309.90811,114.82878,189.11012,151.23311,848.76689,165.60635,5.22306,739.00408,174.18709,865.47675,134.52325,10.50503,19.75338,26.78291,36.85595,88.75275,176.22919,203.91533,183.84779,128.98602,124.37166,815.23931,91.70802,9.3,1.4,289.7,264.52,2.83,62.51,19.34,0.68673,125.59814,108.79904,556.14821,209.45461,44.8,2.01,633.13,715.07349,126.46224,22.88826,135.57601,15.85,18.89,31.5,166.77,45.21,16.82,39.45,5.1,49.04,7.71,51.76,6.54778,0.59819,363.45852,2.58678,6.56395,72.05794,166.44302,25.64144,36.57058,18.07511,13.79076,5.62624,35.79455,33.32094,37.08793,59.81925,78.18538,8.76271,20.09603,8.92439,0.0485,17.08,0.01463,0.01463,6.02163,5.9,37.4,98.7,81,202,23.25973,313.30607,205.72507,87.13432,92.48191,361.74898,6.60585,70.77697,219.5659,137.46461,32.71469,4.4039,68.26046,44.35357,2.7,8.7,1155.8,88.4,81.3,9.5,306.1423,164.67482,3.93737,0,513.47971,10.5151,0,0,1.25069,374.76038,15.5,856.07358,897.1052,2.3931,11.41851,8.32457,6.59812,0.59828,0.22222,0.16239,0.75212,1.23928,60.94063
11A1314,Santo Tirso,837.88222,114.3656,13.89074,8.25456,18.19554,7.41135,996.71593,3.19531,0.08876,112.81232,366.70661,338.70324,146.76253,35.01531,1.8,30.6,131.10945,140.52223,79.04376,273.99472,94.52168,280.80816,11.42137,18.39234,51.5537,125.7926,185.42003,309.24343,117.36442,180.8121,247.21358,752.78642,174.94388,3.78087,679.53212,215.78512,750.46276,249.53724,11.85459,25.1664,36.43023,48.32421,96.17581,163.40436,193.84821,174.23497,128.15565,122.40558,821.23682,72.02924,10.7,1.37,226.7,226.89,2.94,58.97,25.05,0.07875,108.47893,103.30975,542.0402,246.17111,46.83,1.54,495.82,742.2333,113.55768,20.5881,123.62092,14.42,16.81,38.15,226.93,44.47,15.25,36.3,4.82,47.58,7.7,49.26,8.00457,1.47984,367.84045,2.89241,7.23102,59.76524,177.5132,30.10123,30.67299,22.53388,11.77143,4.50678,32.48915,28.82319,38.00491,59.63071,83.10631,7.06286,19.50695,6.99559,0.06727,17.51,0,0.01477,6.98578,3.6,35.9,121,158.8,82,18.3432,352.657,208.53462,86.95652,90.17713,480.67633,10.46699,103.05958,97.42351,31.40097,10.46699,9.66184,49.11433,18.51852,1.6,8.8,1102.1,84.83,75.3,13,233.37727,266.47627,0.14646,0,457.60105,36.68717,0.95196,0,4.83304,343.85385,15.45,868.59945,918.40101,1.93838,8.72271,3.60471,4.36986,0.62912,0.27205,0.03401,0.66313,1.41128,52.07579
